Genes	logFC	PValue	FDR
129_3	-6.81386967259138	4.87714588736628e-12	2.55379551527217e-10
46_11	-2.65290730605967	5.70760594293933e-12	2.98119218141806e-10
125_6	2.64318910718869	6.08135617850933e-12	3.16850759101686e-10
157_28	5.59298086949839	6.10105990294141e-12	3.1688571179272e-10
138_53	9.24726893710446	6.11228587081685e-12	3.1688571179272e-10
21_214	3.02322790038143	6.14966640292848e-12	3.18036451381079e-10
222_22	-2.76181074963449	6.17282658360715e-12	3.18447913284856e-10
8_121	-3.59898194300477	6.19756264179505e-12	3.18938450939551e-10
136_63	3.54927240708802	6.76199336162041e-12	3.47132232742989e-10
205_1	3.47148949827931	6.87765479441122e-12	3.51305466513622e-10
21_243	-2.8321550163975	6.8848325558578e-12	3.51305466513622e-10
74_11	-2.87348667978999	6.89360452313672e-12	3.51305466513622e-10
8_124	-2.63405736278932	6.9369556758714e-12	3.52656642308559e-10
66_35	3.07242689371361	7.26336717564719e-12	3.67608197134620e-10
8_110	-3.44624386208384	7.26616345732788e-12	3.67608197134620e-10
2_245	-3.63405559950454	7.45848894612054e-12	3.76429038497578e-10
685_1	-3.12602144994332	7.62963071355355e-12	3.84115138558958e-10
43_101	-2.8916965070898	7.64745823724448e-12	3.84115138558958e-10
84_27	4.46952939059751	7.92937572711825e-12	3.97322427283473e-10
69_35	-2.7443904239814	8.42182522516671e-12	4.20990762150637e-10
43_145	-2.75314182720354	8.52676243777486e-12	4.25221522045701e-10
161_23	-3.09827596391351	8.70421454419501e-12	4.33039842347184e-10
33_73	-2.75505891225535	8.96146468081527e-12	4.44781700804919e-10
3_421	3.50501038212388	9.55522501574593e-12	4.73130467978247e-10
38_79	5.40891343195409	9.62991023986306e-12	4.75703938617764e-10
10_200	3.45995734971546	9.86989354493049e-12	4.86411577173104e-10
9_165	-4.18197023832058	1.0070282171802e-11	4.95122206780265e-10
179_45	-3.18936225595685	1.13230824070147e-11	5.55414428606375e-10
36_162	-3.09539766009785	1.13974665105869e-11	5.57756859963184e-10
46791	2.93248563083331	1.15498962761105e-11	5.6389878205859e-10
89_44	-3.50144059648484	1.1921243280996e-11	5.80675443070839e-10
23_38	-3.19291377369861	1.2767122787846e-11	6.20434772137898e-10
69_37	-8.67471019018917	1.32256166170824e-11	6.41228101955536e-10
1_221	-2.81976596848897	1.37067448463698e-11	6.61590228518966e-10
102_10	3.93996273833821	1.37087686405935e-11	6.61590228518966e-10
87_90	-3.24377306928757	1.39836264093883e-11	6.73303575045145e-10
9_336	5.90020195183991	1.45001375830735e-11	6.96571976324483e-10
3_54	-3.19748574143685	1.46651970019907e-11	7.02889133196097e-10
79_34	3.79500974295102	1.47701306978047e-11	7.06302254487486e-10
74_86	-4.84446455239387	1.52559684176534e-11	7.27873026213553e-10
33733_2	4.79017315713333	1.63023334617969e-11	7.76028123539399e-10
83_75	3.32225978387439	1.65965565422617e-11	7.86918618822411e-10
2_75	-2.81385557132224	1.66062558853906e-11	7.86918618822411e-10
55_135	-2.78933216053803	1.73379715725904e-11	8.19737730446741e-10
12_261	-2.83690688514396	1.75263909873174e-11	8.26779863129197e-10
16_74	4.05820769081585	1.76796402063383e-11	8.32134975554509e-10
216_12	-2.99457268540427	1.86587789315083e-11	8.76251400718477e-10
46_176	6.98624072040854	1.89302830636939e-11	8.87012927895008e-10
6_55	-2.76412059486062	1.93823768291204e-11	9.06169380995373e-10
78_10	-3.24740945480286	2.00271470980031e-11	9.34228498814421e-10
169_4	-3.31805221802405	2.15113869449207e-11	1.00123555458081e-09
7_163	-2.97053663044924	2.23268878709293e-11	1.03688839569094e-09
160_13	-2.93511131049292	2.2441245421482e-11	1.0398935516658e-09
106_37	-4.68137114400422	2.28418128376851e-11	1.05611869731857e-09
116_67	-3.70723719435317	2.29170862013387e-11	1.05726513323136e-09
685_2	-2.76835090446494	2.50607825309099e-11	1.15362217606573e-09
42_60	-2.53623593407778	2.51322781790476e-11	1.15437624223718e-09
64_162	-4.80725874645243	2.61386577647732e-11	1.19797415072905e-09
65_55	-2.51152531892358	2.69917280228462e-11	1.23437061886138e-09
415_5	-2.66258528420815	2.78160717800164e-11	1.26929765453692e-09
330_1	3.98031238254808	3.0063716621358e-11	1.36887944485727e-09
27_190	-3.83221771342988	3.04494889851961e-11	1.38343719478293e-09
56_92	-3.18094733654286	3.35584746597573e-11	1.52139015530003e-09
80_27	-2.60867736464862	3.39611435937126e-11	1.53631998395315e-09
21_62	3.03135428049834	3.42572290457026e-11	1.54637427233242e-09
66_121	-2.79948657835647	3.49146410314324e-11	1.57266055140506e-09
6_184	2.69251941210053	3.59082864991216e-11	1.61394648224056e-09
279_6	-3.59098635268566	3.62734249032048e-11	1.62686699057307e-09
221_19	-3.07928294526624	3.63666111000077e-11	1.62756125959329e-09
531_1	4.17179924956599	3.84018180540504e-11	1.71498097898099e-09
26_283	8.68743438846822	3.87942184199833e-11	1.72881894639692e-09
112_43	-2.91761923418992	4.12458905548799e-11	1.83417235174514e-09
49_29	-2.95171180072813	4.13703849355936e-11	1.83581083151697e-09
33_34	3.98628663113748	4.29066400187932e-11	1.89995681859117e-09
115_8	-2.81345542747338	4.62757691370067e-11	2.0448227522671e-09
2033_2	-3.41544525518904	4.65762795450135e-11	2.0537687896217e-09
85_72	6.92527676499749	4.75618435425024e-11	2.09282103570948e-09
139_79	4.2501009486351	4.76920699547279e-11	2.09415179287584e-09
80_124	9.68704613100632	4.89893185684513e-11	2.14661355107994e-09
1_23	-3.91009820287148	4.96330401269946e-11	2.17027980263027e-09
157_38	3.90002161335136	5.30072860600799e-11	2.31299501360078e-09
190_39	-2.69594771348955	5.71226097252184e-11	2.4873868205711e-09
23_159	4.86451857026336	5.75225177136789e-11	2.4987368919942e-09
81_49	-2.49168493743256	5.7621862918749e-11	2.4987368919942e-09
37_140	-2.60601649696433	6.26742030845588e-11	2.71221318926877e-09
8_321	9.44077534576673	6.7488597910608e-11	2.91453336750038e-09
130_60	-3.29607570913757	6.99293044494938e-11	3.01372280184084e-09
2_436	-2.6127238235526	7.17264441019399e-11	3.08482622528774e-09
66_46	-3.50733078523956	7.21991989450588e-11	3.09552946692189e-09
6_388	5.86064074030877	7.22708956469232e-11	3.09552946692189e-09
65_61	2.53119741060515	7.36370966226782e-11	3.14761018114693e-09
34_87	2.76077662590346	8.95336363072642e-11	3.81931163432922e-09
128_41	-2.77634553584547	9.46003658978426e-11	4.02724525148438e-09
20_153	-6.29936765136978	9.56088947520581e-11	4.061923530592e-09
58_50	-2.80579442029683	1.04560314996517e-10	4.4332303595183e-09
21_226	-4.41261330731648	1.05781616508322e-10	4.47595142983192e-09
6_230	-2.45216086960046	1.07341937411703e-10	4.5328162884841e-09
230_1	-4.0874848496351	1.09989429818002e-10	4.63526882804435e-09
46_53	4.45459763563748	1.11314023943041e-10	4.68167114756425e-09
3_401	-3.57319876128425	1.11725873970329e-10	4.68957601264237e-09
179_22	-3.08280477362704	1.16966006707025e-10	4.89970602095727e-09
72_47	-4.76179547392608	1.17921058169184e-10	4.92985341986737e-09
3_5	2.67782166239036	1.19909577673694e-10	4.99905454231458e-09
42_61	-2.81622636230214	1.20053685117414e-10	4.99905454231458e-09
122_44	2.95058573607775	1.20792423347208e-10	5.01983592660173e-09
10_234	4.43026912205123	1.22848562362016e-10	5.08514970185525e-09
157_15	2.44643625325658	1.22849641878193e-10	5.08514970185525e-09
286_6	-6.60744783359549	1.23515411724228e-10	5.10262386304526e-09
39949	-2.84016657230128	1.25943297898421e-10	5.19268183953235e-09
1_257	3.20153020981572	1.30153303121136e-10	5.35571892705734e-09
55_59	-3.69649078519431	1.35351007970095e-10	5.55868012143851e-09
49_34	-2.75359614707628	1.35865811643764e-10	5.56389775182548e-09
152_11	5.53548334123438	1.36009341080671e-10	5.56389775182548e-09
136_29	-3.18873136181969	1.41772991865167e-10	5.78837293297451e-09
37_18	-2.88072858300041	1.43765121678618e-10	5.85828885906354e-09
209_9	2.75014295885809	1.45351915645611e-10	5.91144829747055e-09
1056_1	-4.74876644584118	1.50172755548089e-10	6.09567512588124e-09
136_4	3.35502430310504	1.63779330762533e-10	6.63512201706239e-09
37_95	-2.69055641862718	1.64690173183114e-10	6.65914223420912e-09
90_10	3.04683810661603	1.67144329853233e-10	6.74535257952978e-09
152_14	-2.78017691168324	1.69907037055605e-10	6.84365940601854e-09
39_96	-2.47721498472781	1.72608908912518e-10	6.93914318075371e-09
92_28	3.48283898383662	1.74325995145325e-10	6.99474706574489e-09
51_157	13.7822095795019	1.78932881862626e-10	7.16586847153482e-09
17_211	4.37451052252733	1.79679991736943e-10	7.18205615826386e-09
35467_2	3.91905179019553	1.85274149916929e-10	7.3915563238287e-09
46_81	-2.80453280002603	1.87342177114592e-10	7.45985152027591e-09
97_56	-3.58046191723466	1.89789411931951e-10	7.54295869623287e-09
36_121	3.08371324345513	1.92043054110228e-10	7.60854570500684e-09
125_13	-4.04098911433696	1.92166181807048e-10	7.60854570500684e-09
38_80	5.92253883740886	1.97278020126249e-10	7.79620402178165e-09
46_90	4.22749796603836	2.00344252395017e-10	7.89482013057804e-09
69_13	-4.69608229261144	2.00527300523634e-10	7.89482013057804e-09
52_174	-2.38634920856407	2.02557843169197e-10	7.9598011729434e-09
114_43	-2.76216093858065	2.07005165653636e-10	8.11933182512248e-09
104_36	-2.43342217319219	2.21851271531635e-10	8.68537361164502e-09
13_216	-6.27522090638046	2.33253466124718e-10	9.11472732832505e-09
301_7	3.81203292024396	2.3612397649206e-10	9.2097145020972e-09
464_4	2.59602105612808	2.43642924476173e-10	9.4853179426644e-09
55_22	-2.73061455587754	2.51320918958661e-10	9.75245845815851e-09
442_1	-2.56643216095842	2.51436026135383e-10	9.75245845815851e-09
55_86	-2.70439083122284	2.55218201938755e-10	9.86456896631098e-09
77_16	-8.36653402405813	2.55268387669637e-10	9.86456896631098e-09
90_25	-2.54141252289169	2.57500112454265e-10	9.93248592146332e-09
49_53	6.46020465178645	2.65702763177733e-10	1.02300448065397e-08
66_111	3.58779111466347	2.75334298817915e-10	1.05814254839289e-08
1_47	8.09432766026813	2.79476192873292e-10	1.07209319775295e-08
26337_3	-2.74510987877525	2.80465026924228e-10	1.073919559219e-08
51_87	-2.42763710033268	2.86218164686192e-10	1.09394880645115e-08
99_8	-3.50967371837585	3.01085820107317e-10	1.14867805139303e-08
33_104	-4.83489908688093	3.10383868529765e-10	1.18199820479199e-08
0_129	-4.28678785234503	3.12696843930938e-10	1.18864526245617e-08
26_28	-2.69087286259193	3.13855481473603e-10	1.19088823541026e-08
1_222	-3.4333194156754	3.15296022580828e-10	1.19419081246934e-08
32_117	5.27356814247483	3.20333761452874e-10	1.21108134181055e-08
807_4	4.88267808543539	3.22391873935516e-10	1.21666627019448e-08
136_54	2.85887945808945	3.25288924924281e-10	1.22539146268688e-08
39_11	2.32545826881593	3.4110619456489e-10	1.28266952336833e-08
180_9	-4.7990851146179	3.45026032197833e-10	1.29373479884685e-08
158_5	2.6713549804875	3.45284197925704e-10	1.29373479884685e-08
117_87	-2.70758859117026	3.46072639534364e-10	1.29437347054415e-08
369_4	5.65212216958466	3.51357194378838e-10	1.31179615619693e-08
64_106	-2.67714052715843	3.61569995103107e-10	1.34752376288871e-08
106_42	2.34391399216755	3.63270298062052e-10	1.35145584243511e-08
129_42	-2.8079255351415	3.68890511228964e-10	1.36993116271111e-08
14_218	-2.99766242638374	3.79100448581239e-10	1.40535555673169e-08
27_33	3.41358579935079	3.84753988131303e-10	1.42379368929508e-08
180_27	-3.84048486743224	3.85642976618559e-10	1.42456651592164e-08
29_36	6.07540215343607	4.22554136966973e-10	1.55686118364567e-08
13_114	-2.74342954473284	4.23617948422695e-10	1.55686118364567e-08
19_247	-2.85096236703856	4.23686261483901e-10	1.55686118364567e-08
16_138	4.7894345954426	4.40520323004074e-10	1.61588409200006e-08
104_9	2.95346519907939	4.58242761987012e-10	1.67795361010804e-08
108_13	2.55059020215719	4.59046373941716e-10	1.67796270544664e-08
5_88	-3.32279361983979	4.79947388086247e-10	1.7505027408191e-08
11_40	4.52202904648136	4.80562939112429e-10	1.7505027408191e-08
194_5	-2.48024283804972	4.83068291893275e-10	1.7565738496015e-08
6_167	5.07522234533236	4.93066887480979e-10	1.78982425620262e-08
1888_1	3.88201129274021	5.10759666656223e-10	1.85084104119629e-08
66_86	-2.55392728172746	5.15756369397099e-10	1.86571971623873e-08
159_13	-4.71292029104251	5.30585948482811e-10	1.91605563637456e-08
179_23	-3.05279601817595	5.64735329063996e-10	2.03586600124705e-08
1082_3	-2.56511807037872	5.90946572769375e-10	2.12669690148704e-08
4_28	10.2109617477353	6.03672220387351e-10	2.16876752247222e-08
3_323	-2.55247410912129	6.33228005808845e-10	2.27105489412094e-08
1_316	3.5472168767022	6.5488685484244e-10	2.34471883327776e-08
12_296	-2.41765648713151	6.59229069367697e-10	2.35623768906253e-08
42_117	3.36451134447567	6.76532086715913e-10	2.41396329748974e-08
152_51	-2.47546488781293	6.79671352485884e-10	2.42104021731579e-08
200_13	-3.86233168781401	7.39883712164378e-10	2.63104657916518e-08
9_348	-2.85242514918933	8.22148041707758e-10	2.91862554806254e-08
1_14	3.94758359997775	8.42151790101398e-10	2.98458024427644e-08
95_49	3.9766953541719	8.56316219118728e-10	3.02965256916246e-08
144_12	-2.87942846556947	8.5872558255779e-10	3.03305351208649e-08
48_139	3.55089245212939	8.83395128211634e-10	3.11493450511661e-08
14_215	-5.38439955390877	9.02696171147232e-10	3.17764223608047e-08
1097_2	3.68494707375621	9.04856615973923e-10	3.17990299019695e-08
26_61	-2.50948392101425	9.5486946419554e-10	3.35004035637782e-08
486_2	-2.88903359233567	9.61303617906216e-10	3.36697395937219e-08
128_35	-2.6405394756675	9.70324386954252e-10	3.39289554002618e-08
524_3	-2.62923702139762	9.7742475777294e-10	3.41202692525904e-08
52_149	-2.66204747664509	1.00885989115424e-09	3.51590190020393e-08
1208_1	-3.82330839569863	1.02896853521359e-09	3.5800242475164e-08
6_111	-2.59632142910151	1.10477885073038e-09	3.83741177919533e-08
258_5	-8.19492079303074	1.20054814699663e-09	4.16315909583515e-08
34_51	-2.91268529689351	1.24825261253528e-09	4.32142991232255e-08
151_49	-3.77493125890995	1.2548482722906e-09	4.33709522493838e-08
1887_2	-3.15769449697562	1.27473530809664e-09	4.39857183329226e-08
209_40	-2.56173208095195	1.28081284526246e-09	4.41227385592471e-08
192_14	2.56438578039218	1.32299334275953e-09	4.55009779377641e-08
51_107	-3.73835931518333	1.32889839214017e-09	4.5629142333403e-08
131_3	-3.8024195542614	1.33537766196069e-09	4.57765714071467e-08
56_9	2.49061799184722	1.39350169134449e-09	4.76910015117816e-08
82_77	-3.57213756956538	1.41505896015838e-09	4.83497714853462e-08
91_62	3.92464262965567	1.42873752876932e-09	4.87376344300869e-08
26_259	-2.42686606560251	1.44296650700894e-09	4.91429812834182e-08
198_3	-2.41111017909016	1.47878206817601e-09	5.0280990938225e-08
92_94	-2.55903971056999	1.51432896242175e-09	5.1406191439098e-08
53_71	-2.52957546228245	1.56573544678693e-09	5.30652571730619e-08
12_10	-3.49979860505578	1.57398389925455e-09	5.3258631292224e-08
5_324	-2.46216298679668	1.5775690643565e-09	5.32938452466884e-08
41899	-3.44173548163632	1.61833343964431e-09	5.45829209232691e-08
1_115	-2.37361395577653	1.62465179239939e-09	5.4707928925732e-08
211_1	-2.5452223764343	1.64508824327259e-09	5.53071801851436e-08
41041	3.73083710234798	1.65534810673433e-09	5.55570810621322e-08
124_8	2.38551267677428	1.65782648192087e-09	5.55570810621322e-08
80_113	6.93590988622008	1.6822169626854e-09	5.62843998138111e-08
23_171	-2.46972255161368	1.75978106646171e-09	5.87856689585973e-08
113_24	-2.31329705053176	1.77113173826016e-09	5.90706277991385e-08
21_6	2.79757717600655	1.79889833658035e-09	5.99013126544919e-08
10_261	-2.47914741543968	1.80550272581276e-09	6.0025800939918e-08
33616_2	-2.58510720754858	1.8126684330758e-09	6.01685266731739e-08
34_158	-2.34820857224493	1.89929181337499e-09	6.29440934037011e-08
183_32	-3.7387780350074	1.91953652817203e-09	6.35145222473352e-08
120_31	-3.07812517258571	1.94727488748626e-09	6.4330713751419e-08
3_293	-2.63240989837152	2.0190629240721e-09	6.65972802278583e-08
132_38	3.08850304327156	2.0801921106889e-09	6.85056977333004e-08
132_12	-3.24316172858077	2.17223405166903e-09	7.14245560631206e-08
7_89	-2.37829460653982	2.33975989193039e-09	7.68123368910377e-08
14_161	-2.53369750849201	2.38221402931058e-09	7.80836820718469e-08
130_61	-4.21107623432445	2.42265060783113e-09	7.92850265328485e-08
278_2	-3.21246272660916	2.47475992878979e-09	8.08640354266805e-08
1938_1	3.57604071766832	2.51475212120911e-09	8.20428086896024e-08
106_82	-2.31007915712156	2.54294022642633e-09	8.28334106415232e-08
62_143	-2.42815790155545	2.5658578094488e-09	8.34501425759396e-08
12_110	3.57433157545922	2.66483971436303e-09	8.65349888640831e-08
146_20	5.41880087441683	2.71890699626984e-09	8.81540356607922e-08
1761_2	-3.21531768016406	2.74264797953183e-09	8.87863399247205e-08
280_3	-2.72897731979146	2.80827127451199e-09	9.07704349454532e-08
9_152	-3.12594032737922	2.82789411366993e-09	9.12638554866205e-08
23_136	-3.20938374347498	2.88464401048056e-09	9.29521058454081e-08
44595	-2.39829592344885	2.91150224975867e-09	9.36734479588255e-08
39_4	-2.47646798235856	2.99655138171143e-09	9.62619151686286e-08
415_2	-2.4394094754432	3.05605596704843e-09	9.80231121436896e-08
9_79	-2.47206889551727	3.21194878145119e-09	1.02865852029809e-07
104_31	2.43829515719248	3.43157175817672e-09	1.09731710648872e-07
14_90	-3.36463467876979	3.48894927865476e-09	1.11396406465585e-07
285_4	-2.1952439859124	3.57208418960328e-09	1.13877174050595e-07
27_223	2.5915782903386	3.59780678374127e-09	1.14522892227144e-07
21_23	4.0081630991656	3.64433126549437e-09	1.15827797201486e-07
2_130	9.78342338893152	3.69940335876414e-09	1.1740000507472e-07
41_74	2.70026774964832	3.95285732728249e-09	1.25253550257083e-07
9_75	3.5807959344605	3.96561700362594e-09	1.25468048551277e-07
5_317	-2.80592221519528	4.03709668681322e-09	1.27536938318707e-07
93_34	8.17477946513387	4.14994731419937e-09	1.30904588096244e-07
46_187	3.24062489471001	4.20232453216821e-09	1.32357424550772e-07
151_50	4.92818930466238	4.35761719540552e-09	1.3704248071737e-07
48_100	-2.32658828144192	4.41095199887278e-09	1.3851182851033e-07
37_172	4.17146344560566	4.44529209481111e-09	1.39381201984758e-07
31349	-2.49851167749363	4.48464013191766e-09	1.40404764668184e-07
3_406	-2.49414153470581	4.58676545277257e-09	1.4317716297513e-07
80_117	-3.49318907210187	4.58686447153556e-09	1.4317716297513e-07
55_146	-2.53444166155385	4.62024726316129e-09	1.44004581736478e-07
277_5	4.06390347249883	4.67961399585526e-09	1.4563820972242e-07
42_69	-2.2367143144597	4.98519982582929e-09	1.54918412985155e-07
38_50	-3.14658912621786	5.14449909458029e-09	1.59631901534791e-07
97_97	-2.81933422322593	5.26399252217499e-09	1.63098111504372e-07
48_224	-2.87993556543493	5.29948589828234e-09	1.63955291195751e-07
211_32	4.87439554248769	5.33129300224049e-09	1.64696064796353e-07
1831_1	3.0783230795108	5.34956439604075e-09	1.65017122643702e-07
2_327	9.15895061063443	5.40127215331229e-09	1.66367125369303e-07
58_124	6.21836318558388	5.47879010899086e-09	1.68506988007068e-07
31_38	-7.91595264442932	5.6315464869276e-09	1.72951233385189e-07
329_2	-2.84274060244296	5.7873727180645e-09	1.77476605534203e-07
122_20	-2.35982582828769	5.95437741574025e-09	1.82331045281695e-07
20_151	-5.0671632263781	6.01730274155662e-09	1.83988913754603e-07
